Key_ID,Num_Key_ID,AttributeID,Num_AttributeID,Entity_ID,Num_Entity_ID,Key_Name,Entity_Name,Attribute_Name
83318E7E-1FAE-57F6-DE52-789DBB1D4306,109,337FB160-178A-3B31-B239-D1C41EEEB7E5,90,DC431DDC-427A-715B-E552-674EA6309A2F,71,"Booking PK","Booking","ID",
6E38AA26-AC0B-9FC0-EE6B-5FADB9805EDA,110,B2445909-0131-A0A4-5BA9-DBB31140C1AC,93,6C633701-AD7C-5C4E-FA05-3869944E9831,72,"Client PK","Client","ID",
58B1E2BE-A11D-940E-F96E-B93B36730544,111,C74C1C7D-A9AF-6D2A-0333-ED56260D7FBD,91,219A0D11-8E79-ACE2-687C-085428ABC9E1,73,"Hotel PK","Hotel","ID",
7FE30616-55D0-A843-F9CF-EE7F5626F81D,112,E06B3214-C12B-5CEC-4ED8-ADB4CB026816,94,65C2C913-DD41-C515-D8F6-F39E678425E8,74,"Payment PK","Payment","ID",
510480D8-3844-46A8-96CD-63EE96749F85,113,98844C3B-C8D3-3895-D46F-FFE29F4E6C4D,89,824282A2-8F21-54B3-C2A4-86A183ED2C81,75,"Tour PK","Tour","ID",
48F894D7-6DE2-096B-1160-A72999717D2C,114,FA431789-8119-5BCB-0182-D3BF01026D00,92,D52C8D80-3E37-2C40-8A74-473D9F1C1DD8,76,"Voucher_PK","Voucher","ID",
